first_name,last_name,nickname,wins,losses,draws,belt,height_cm,weight_lbs,reach_in,stance,dob,url,reach,weight,elo
Movsar,Evloev,,19,0,0,False,170,145,72.0,Orthodox,"Feb 11, 1994",http://ufcstats.com/fighter-details/76e2870ffafbe38f,72,145,1677
Andre,Ewell,Mr. Highlight,17,9,0,False,173,145,75.0,Southpaw,"Jan 21, 1988",http://ufcstats.com/fighter-details/5f6f049d54728e88,75,145,1482
Chris,Ewert,El Tanke,7,0,0,False,183,185,75.0,Orthodox,"Sep 06, 1993",http://ufcstats.com/fighter-details/54c2576b7f2f1f57,75,185,1500
Neal,Ewing,,6,0,0,False,,185,,,"Sep 30, 1985",http://ufcstats.com/fighter-details/0798f558681d0eb5,,185,1500
Manuel,Exposito,,13,2,0,False,,145,,,"May 09, 2000",http://ufcstats.com/fighter-details/a1cb266d7f44f35f,,145,1500
Jessica,Eye,Evil,15,11,0,False,168,125,66.0,Orthodox,"Jul 27, 1986",http://ufcstats.com/fighter-details/f72465a784c1b084,66,125,1444
Edward,Faaloloto,,2,5,0,False,,155,70.0,Orthodox,"Jul 15, 1984",http://ufcstats.com/fighter-details/6224e8d0a34264eb,70,155,1462
Urijah,Faber,The California Kid,35,11,0,False,168,135,67.0,Orthodox,"May 14, 1979",http://ufcstats.com/fighter-details/78114b7199cef90c,67,135,1575
Melinda,Fabian,,4,4,2,False,168,125,66.0,Orthodox,"Jun 25, 1987",http://ufcstats.com/fighter-details/8c020156779f7888,66,125,1480
Wagnney,Fabiano,The Silencer,16,4,0,False,168,145,69.0,Southpaw,"Jul 14, 1975",http://ufcstats.com/fighter-details/40389d39a92f5bfa,69,145,1500
Bartosz,Fabinski,The Butcher,15,5,0,False,183,170,75.0,Orthodox,"Apr 26, 1986",http://ufcstats.com/fighter-details/e17ac6410c8377f4,75,170,1499
Ron,Faircloth,,33,20,0,False,175,205,,Orthodox,"Aug 16, 1979",http://ufcstats.com/fighter-details/453ee00c3e1ae9dd,,205,1500
Jason,Fairn,,4,5,0,False,185,230,,,,http://ufcstats.com/fighter-details/adea9f0090aa8e14,,230,1480
Zarah,Fairn,Infinite,6,6,0,False,173,135,72.0,Orthodox,"Dec 10, 1983",http://ufcstats.com/fighter-details/862b0b3375aa4b6e,72,135,1428
Rinat,Fakhretdinov,Gladiator,23,1,1,False,183,170,74.0,Orthodox,"Sep 28, 1991",http://ufcstats.com/fighter-details/8f765fd5775a8873,74,170,1603
Maiquel,Falcao,Big Rig,37,10,0,False,180,185,,Orthodox,"Mar 08, 1981",http://ufcstats.com/fighter-details/d58478ded5534695,,185,1523
Pedro,Falcao,Pedrinho,16,5,0,False,168,135,66.0,Orthodox,"Jul 30, 1992",http://ufcstats.com/fighter-details/f7be1db194e03d7e,66,135,1463
Brodie,Farber,,16,7,0,False,185,170,,Orthodox,"Jul 05, 1980",http://ufcstats.com/fighter-details/91d73ee59347ac16,,170,1461
Joao Paulo,Faria,,1,1,0,False,175,155,,,,http://ufcstats.com/fighter-details/04e9955f33e0c267,,155,1500
Kalindra,Faria,,18,8,1,False,170,125,,Switch,"Jul 23, 1986",http://ufcstats.com/fighter-details/27b164b0d1833df0,,125,1440
Jair,Farias,Chosen,10,1,0,False,185,145,76.0,Orthodox,"Mar 16, 1993",http://ufcstats.com/fighter-details/431262bbc69215dc,76,145,1500
Chance,Farrar,,8,3,0,False,175,145,,Southpaw,"Sep 11, 1975",http://ufcstats.com/fighter-details/49c7236c737d7e59,,145,1500
Rico,Farrington,The Triggerman,7,3,0,False,193,170,79.0,Southpaw,"Jun 19, 1989",http://ufcstats.com/fighter-details/f89e6e66b9b112de,79,170,1500
Kelly,Faszholz,,4,2,0,False,173,135,,Orthodox,"Apr 09, 1985",http://ufcstats.com/fighter-details/9c42a0de8e012870,,135,1459
Rodney,Faverus,,25,20,3,False,183,215,,Southpaw,,http://ufcstats.com/fighter-details/5af26b3201690d29,,215,1500
Huang,Feier,Muscle Barbie,14,8,0,False,165,115,65.0,Orthodox,"Mar 12, 1994",http://ufcstats.com/fighter-details/e71c75f533a30daa,65,115,1500
Paul,Felder,The Irish Dragon,17,6,0,False,180,155,70.0,Orthodox,"Apr 25, 1984",http://ufcstats.com/fighter-details/e5010b1b94ca5755,70,155,1570
Carlos,Felipe,Boi,11,2,0,False,183,245,75.0,Orthodox,"Jan 12, 1995",http://ufcstats.com/fighter-details/a2ea77e974c5889f,75,245,1520
JP,Felty,,4,5,0,False,,170,,,"Apr 28, 1979",http://ufcstats.com/fighter-details/954e3f4e2b0e6510,,170,1500
Josh,Ferguson,Taz,10,5,0,False,165,125,,Orthodox,"May 13, 1988",http://ufcstats.com/fighter-details/b0f316c60f8d3b47,,125,1463
Kevin,Ferguson,Kimbo Slice,5,2,0,False,188,235,77.0,Orthodox,"Feb 08, 1974",http://ufcstats.com/fighter-details/27541033b97c076d,77,235,1499
Rhadi,Ferguson,,3,0,0,False,170,205,,,,http://ufcstats.com/fighter-details/15f4550e017f6c7d,,205,1500
Tony,Ferguson,El Cucuy,26,11,0,False,180,170,76.0,Orthodox,"Feb 12, 1984",http://ufcstats.com/fighter-details/22a92d7f62195791,76,170,1551
Bibiano,Fernandes,,20,3,0,False,170,139,,Orthodox,"Mar 30, 1980",http://ufcstats.com/fighter-details/cbc071cb20ea59c7,,139,1500
CJ,Fernandes,,14,8,3,False,188,170,,,"Nov 13, 1977",http://ufcstats.com/fighter-details/979f7edbb6980b0d,,170,1499
Gabriella,Fernandes,Gabi,10,3,0,False,168,125,66.0,Southpaw,"Aug 13, 1993",http://ufcstats.com/fighter-details/a6eb54ae17a551be,66,125,1504
Kaue,Fernandes,,10,2,0,False,175,155,73.0,Orthodox,"Mar 17, 1995",http://ufcstats.com/fighter-details/ec13c393d029297d,73,155,1520
Emily,Fernandez,,0,0,0,False,,,,,,http://ufcstats.com/fighter-details/7ee1babb99f30115,,,1500
Lucas,Fernando,,9,2,0,False,190,185,80.0,,"Jan 10, 1997",http://ufcstats.com/fighter-details/3df223aeaacecf3f,80,185,1500
Alexandre,Ferreira,Cacareco,18,6,0,False,170,205,,Orthodox,"Apr 25, 1979",http://ufcstats.com/fighter-details/28ba5f27e473420c,,205,1482
Brunno,Ferreira,The Hulk,13,2,0,False,178,185,72.0,Orthodox,"Nov 04, 1992",http://ufcstats.com/fighter-details/1e719d4b676dc19a,72,185,1537
Cezar,Ferreira,Mutante,13,8,0,False,185,185,78.0,Southpaw,"Feb 15, 1985",http://ufcstats.com/fighter-details/dbc17725b887860a,78,185,1535
Diego,Ferreira,,19,6,0,False,175,155,74.0,Orthodox,"Jan 18, 1985",http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,74,155,1581
Erisson,Ferreira,Gato,12,2,0,False,168,125,70.0,Orthodox,"May 03, 1991",http://ufcstats.com/fighter-details/1c2a8915f8431507,70,125,1500
Scott,Ferrozzo,The Pitbull,4,2,0,False,180,323,,Orthodox,"Apr 26, 1965",http://ufcstats.com/fighter-details/977081bc01197656,,323,1520
Timo,Feucht,,8,1,0,False,190,205,79.0,Orthodox,"Jan 18, 1996",http://ufcstats.com/fighter-details/8c21eb9fd7c4c203,79,205,1500
Andre,Fialho,,16,8,0,False,183,170,74.0,Orthodox,"Apr 07, 1994",http://ufcstats.com/fighter-details/33efaf2d0941cfcf,74,170,1456
Drew,Fickett,The Master,42,21,0,False,178,155,70.0,Orthodox,"Dec 14, 1979",http://ufcstats.com/fighter-details/d814f5192e58fb2f,70,155,1524
Scott,Fiedler,,0,1,0,False,193,235,,Orthodox,,http://ufcstats.com/fighter-details/0ec821423baa26bd,,235,1479
Ron,Fields,Killing,28,32,1,False,188,200,,Orthodox,"Nov 18, 1974",http://ufcstats.com/fighter-details/6e380a4d73ab4f0e,,200,1500
Michal,Figlak,Mad Dog,8,2,0,False,178,155,70.0,Orthodox,"Aug 15, 1996",http://ufcstats.com/fighter-details/b4c57a8c2b773e82,70,155,1459
Deiveson,Figueiredo,Deus da Guerra,24,5,1,False,165,135,68.0,Orthodox,"Dec 18, 1987",http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,68,135,1635
Francisco,Figueiredo,Sniper,13,5,1,False,168,125,68.0,Southpaw,"Oct 23, 1989",http://ufcstats.com/fighter-details/cdadae5363b66eef,68,125,1496
Anthony,Figueroa,,11,8,1,False,163,135,,Orthodox,,http://ufcstats.com/fighter-details/daff32bc96d1eabf,,135,1500
Edwin,Figueroa,El Feroz,9,5,0,False,170,135,69.0,Orthodox,"Jul 31, 1984",http://ufcstats.com/fighter-details/bbfca6d5c27d9cd8,69,135,1463
Jonathan,Figueroa,El Picante,12,1,0,False,,185,,,"Feb 05, 1995",http://ufcstats.com/fighter-details/2226445c4a196dc8,,185,1500
Jafel,Filho,Pastor,16,4,0,False,170,125,68.0,Orthodox,"May 05, 1993",http://ufcstats.com/fighter-details/65adf3856c4d9256,68,125,1504
Paulo,Filho,,23,6,3,False,173,185,,Southpaw,"May 24, 1978",http://ufcstats.com/fighter-details/2abdead94ce73552,,185,1500
Andre,Fili,Touchy,24,12,0,False,180,145,74.0,Orthodox,"Jun 25, 1990",http://ufcstats.com/fighter-details/8fd808923cffff82,74,145,1523
Mirko,Filipovic,Cro Cop,35,11,2,False,188,230,73.0,Southpaw,"Sep 10, 1974",http://ufcstats.com/fighter-details/c32fb8c0f6471a4d,73,230,1496
Brady,Fink,,2,3,0,False,183,183,,Orthodox,,http://ufcstats.com/fighter-details/997b4f52f76a0b53,,183,1500
Jan,Finney,Cuddles,11,12,0,False,173,135,,Orthodox,,http://ufcstats.com/fighter-details/3317823959d32a05,,135,1500
Jesse,Finney,,5,1,0,False,183,170,,,"Jul 11, 1974",http://ufcstats.com/fighter-details/0496cdac0bc9edd8,,170,1500
Torrez,Finney,The Punisher,11,0,0,False,173,185,75.0,Orthodox,"Oct 24, 1998",http://ufcstats.com/fighter-details/fbb60f24af5d5a02,75,185,1519
Luigi,Fioravanti,,26,15,0,False,173,170,70.0,Orthodox,"Jan 22, 1981",http://ufcstats.com/fighter-details/9583662df31d943f,70,170,1491
Nick,Fiore,,6,2,0,False,178,155,72.0,Orthodox,"Dec 10, 1997",http://ufcstats.com/fighter-details/036e96c1c12b8a59,72,155,1461
Manon,Fiorot,The Beast,12,2,0,False,170,125,65.0,Orthodox,"Feb 17, 1990",http://ufcstats.com/fighter-details/34ff304266360297,65,125,1621
Luiz,Firmino,Buscape,19,8,0,False,168,154,,Orthodox,"Mar 18, 1982",http://ufcstats.com/fighter-details/16d09e800ad7ec79,,154,1500
Spencer,Fisher,The King,24,9,0,False,170,155,68.0,Southpaw,"May 09, 1976",http://ufcstats.com/fighter-details/f34312c2ccfa0e00,68,155,1495
Chris,Fishgold,,18,4,1,False,173,145,68.0,Orthodox,"Jun 06, 1992",http://ufcstats.com/fighter-details/bebb4ae55ac2bf6f,68,145,1464
Bryanna,Fissori,,2,4,0,False,163,145,,,,http://ufcstats.com/fighter-details/5517bd590dbbe1f8,,145,1500
Jon,Fitch,,30,7,1,False,183,170,74.0,Orthodox,"Feb 24, 1978",http://ufcstats.com/fighter-details/6f018c039b4d5d80,74,170,1653
Isi,Fitikefu,Doxz,6,0,0,False,178,205,,,,http://ufcstats.com/fighter-details/b8dc5fbf8338adc5,,205,1500
Rafael,Fiziev,Ataman,13,4,0,False,173,155,71.0,Switch,"Mar 05, 1993",http://ufcstats.com/fighter-details/c814b4c899793af6,71,155,1573
AJ,Fletcher,The Ghost,10,3,0,False,178,170,67.0,Switch,"Feb 18, 1997",http://ufcstats.com/fighter-details/725b1abc9a39d873,67,170,1468
Colin,Fletcher,The Freakshow,14,8,0,False,188,155,,Orthodox,"Jan 08, 1983",http://ufcstats.com/fighter-details/7d09200f6a77b20e,,155,1460
Nathan,Fletcher,,9,2,0,False,170,135,70.0,Orthodox,"Jan 03, 1998",http://ufcstats.com/fighter-details/a2d342ffc83913ed,70,135,1498
Jimmy,Flick,The Brick,17,9,0,False,170,125,68.0,Orthodox,"Sep 07, 1990",http://ufcstats.com/fighter-details/09e62c450e754913,68,125,1460
Alejandro,Flores,El Gallito,17,3,0,False,178,145,73.0,Orthodox,"Aug 06, 1991",http://ufcstats.com/fighter-details/d23d5960ac5e117c,73,145,1500
Luke,Flores,,9,2,0,False,183,155,73.0,Southpaw,"Mar 17, 1988",http://ufcstats.com/fighter-details/b5f44dcb863f595b,73,155,1500
Ty,Flores,Big Medicine,7,3,0,False,190,205,73.0,Switch,"Dec 22, 1993",http://ufcstats.com/fighter-details/4bb0f74d5e26f89a,73,205,1500
Kenny,Florian,KenFlo,14,6,0,False,178,145,74.0,Southpaw,"May 26, 1976",http://ufcstats.com/fighter-details/cb139171ed1b69fe,74,145,1609
Darrius,Flowers,Beast Mode,12,8,1,False,175,155,71.0,Orthodox,"Aug 25, 1994",http://ufcstats.com/fighter-details/65db4065e2bc107d,71,155,1445
Cody,Floyd,,2,0,0,False,,,,,"Jul 18, 1988",http://ufcstats.com/fighter-details/8164250600b7c91b,,,1500
Bobby,Flynn,,6,4,0,False,,170,,,,http://ufcstats.com/fighter-details/c97fc5fbf7d32b8a,,170,1500
Caros,Fodor,The Future,11,6,0,False,175,155,74.0,Orthodox,"Jan 07, 1984",http://ufcstats.com/fighter-details/01d2ed8c502e3828,74,155,1481
Mal,Foki,Twin Tiger,5,5,0,False,170,220,,Orthodox,,http://ufcstats.com/fighter-details/fa534853eb195270,,220,1500
Matt,Foki,Twin Tiger,5,4,0,False,170,220,,Orthodox,,http://ufcstats.com/fighter-details/5de61b03868035ff,,220,1500
AJ,Fonseca,,5,4,0,False,163,145,,,,http://ufcstats.com/fighter-details/0adf1aacda5e26ac,,145,1500
Rob,Font,,22,8,0,False,173,135,71.0,Orthodox,"Jun 25, 1987",http://ufcstats.com/fighter-details/05339613bf8e9808,71,135,1607
Claudionor,Fontinelle,,10,15,1,False,165,185,,Orthodox,,http://ufcstats.com/fighter-details/7a82635ffa9b59fe,,185,1500
Jesse,Forbes,Kid Hercules,15,5,0,False,188,185,75.0,Southpaw,"Oct 24, 1984",http://ufcstats.com/fighter-details/947eccadb72f4f6f,75,185,1440
Codale,Ford,Crunch Time,11,9,0,False,175,170,,,"May 13, 1979",http://ufcstats.com/fighter-details/5340123d826ceadb,,170,1500
Sterling,Ford,,15,7,0,False,178,155,,,"Mar 12, 1986",http://ufcstats.com/fighter-details/a71ce6ff0b4a9dbb,,155,1500
Raheam,Forest,Rambo,7,2,0,False,180,170,73.0,Switch,"Jul 11, 1997",http://ufcstats.com/fighter-details/90390dd1b0791e7f,73,170,1500
Jussier,Formiga,,23,8,0,False,165,125,67.0,Orthodox,"Apr 14, 1985",http://ufcstats.com/fighter-details/b102c26727306ab6,67,125,1551
Carol,Foro,,8,1,0,False,,125,,,,http://ufcstats.com/fighter-details/77ba5b2939c4018b,,125,1500
Renee,Forte,,8,4,0,False,170,155,71.0,Orthodox,"Mar 27, 1987",http://ufcstats.com/fighter-details/44bc27bfa76dcd9e,71,155,1465
Brianna,Fortino,The Bull,9,3,0,False,152,115,62.0,Southpaw,"Aug 04, 1993",http://ufcstats.com/fighter-details/b53c46f613f6f248,62,115,1501
Marcel,Fortuna,,9,3,0,False,185,205,74.0,Orthodox,"Oct 22, 1985",http://ufcstats.com/fighter-details/d761b3766e38c5db,74,205,1478
Brian,Foster,The Foster Boy,27,10,0,False,175,170,71.0,Orthodox,"Apr 03, 1984",http://ufcstats.com/fighter-details/3dc3022232b79c7a,71,170,1520
Xavier,Foupa-Pokam,Professor X,32,22,0,False,185,185,,Open Stance,"Jul 03, 1982",http://ufcstats.com/fighter-details/ec33146e43e58933,,185,1459
Mason,Fowler,,2,0,0,False,180,170,,,,http://ufcstats.com/fighter-details/d745d4146be48679,,170,1500
Brandon,Foxworth,,18,4,0,False,180,145,,Orthodox,"Apr 28, 1979",http://ufcstats.com/fighter-details/f65a0eb902f9476b,,145,1500
Hermes,Franca,,24,17,0,False,168,155,71.0,Orthodox,"Aug 26, 1974",http://ufcstats.com/fighter-details/e0ec3c3b6b611f7e,71,155,1521
Glaico,Franca Moreira,Nego,15,5,0,False,183,155,77.0,Orthodox,"Feb 28, 1991",http://ufcstats.com/fighter-details/00a3ff40c4b2cf21,77,155,1483
Francisco,France,Kiko,13,5,1,False,183,205,,,"Jan 21, 1983",http://ufcstats.com/fighter-details/ecfdbf38681a59ba,,205,1500
John,Franchi,,6,2,0,False,168,145,67.0,Orthodox,"Jul 16, 1982",http://ufcstats.com/fighter-details/b9532d815060de7f,67,145,1500
Felipe,Franco,Negao,8,0,0,False,,205,,,"Jan 22, 2001",http://ufcstats.com/fighter-details/e564146b9cf6dbef,,205,1500
Rich,Franklin,Ace,29,7,0,False,185,185,76.0,Southpaw,"Oct 05, 1974",http://ufcstats.com/fighter-details/d897897060f10a3a,76,185,1596
Xavier,Franklin,Mr. Benjamin,5,1,0,False,168,135,66.0,Southpaw,"Oct 15, 1996",http://ufcstats.com/fighter-details/90957a918e26bf9c,66,135,1500
Stephanie,Frausto,Lil Bovy,8,7,0,False,157,115,61.0,Orthodox,"Sep 20, 1990",http://ufcstats.com/fighter-details/fee02819a271c050,61,115,1500
Zoila,Frausto,Warrior Princess,13,5,0,False,163,135,,Orthodox,,http://ufcstats.com/fighter-details/040d3b4c735541aa,,135,1500
Gary,Frazier,,3,3,0,False,183,245,,Orthodox,,http://ufcstats.com/fighter-details/3beeeafcbc8b4cbc,,245,1500
Justin,Frazier,The Grizzly Bear,10,3,0,False,183,265,75.0,Southpaw,"Jun 15, 1989",http://ufcstats.com/fighter-details/78863e4a28204a6b,75,265,1480
Zane,Frazier,Nasty,4,11,0,False,196,250,,Orthodox,,http://ufcstats.com/fighter-details/d3711d3784b76255,,250,1479
Ian,Freeman,The Machine,20,7,1,False,180,225,,Orthodox,"Nov 10, 1966",http://ufcstats.com/fighter-details/b4bc2e3353a770b5,,225,1519
Jason,Freeman,,6,4,0,False,188,225,,,"Sep 02, 1976",http://ufcstats.com/fighter-details/5870bd1eadf4f322,,225,1500
Kennedy,Freeman,The Machine 2.0,6,0,0,False,,125,,,"Nov 26, 1996",http://ufcstats.com/fighter-details/63d071997c75e3fd,,125,1500
Patricio,Freire,Pitbull,36,8,0,False,168,145,67.0,Orthodox,"Jul 07, 1987",http://ufcstats.com/fighter-details/98a58c26c5b1ed17,67,145,1486
Patricky,Freire,Pitbull,17,8,0,False,170,155,71.0,,"Jun 01, 1986",http://ufcstats.com/fighter-details/90e6dde9113830bd,71,155,1500
Willamy,Freire,Chiquerim,26,6,0,False,173,155,,Orthodox,"Jul 28, 1987",http://ufcstats.com/fighter-details/f1f37d667bcd0d27,,155,1480
Jeremy,Freitag,,6,10,0,False,185,205,,,,http://ufcstats.com/fighter-details/a47e9ec288c91067,,205,1500
Rafael,Freitas,Capoeira,3,6,0,False,,205,,Orthodox,,http://ufcstats.com/fighter-details/14b9e0f2679a2205,,205,1500
Donavon,Frelow,,6,3,0,False,170,135,,Orthodox,"Jan 20, 1985",http://ufcstats.com/fighter-details/9aa56f004b2bca07,,135,1500
Josh,Fremd,,11,6,0,False,193,185,76.0,Orthodox,"Jan 15, 1994",http://ufcstats.com/fighter-details/ca43de99b07b6b40,76,185,1465
Clay,French,,19,7,0,False,170,161,,Southpaw,"Oct 07, 1980",http://ufcstats.com/fighter-details/73321668ff977f1b,,161,1500
Mike,French,,9,10,0,False,178,145,,,"May 29, 1975",http://ufcstats.com/fighter-details/756f45905fb20cb5,,145,1500
Matt,Frevola,The SteamRolla,11,5,1,False,175,155,71.0,Orthodox,"Jun 11, 1990",http://ufcstats.com/fighter-details/dccb63727f2f5f74,71,155,1515
Jinh Yu,Frey,,11,10,0,False,160,115,65.0,Southpaw,"May 20, 1985",http://ufcstats.com/fighter-details/d05cb1e8d1b885d8,65,115,1427
Artem,Frolov,,11,0,0,False,178,185,,,"Sep 07, 1991",http://ufcstats.com/fighter-details/ee704df0afd74558,,185,1500
Sarah,Frota,A Treta,9,2,0,False,168,125,69.0,Southpaw,"Apr 14, 1987",http://ufcstats.com/fighter-details/1641ef250e9de19b,69,125,1464
Daniel,Frunza,,9,3,0,False,185,170,73.0,Orthodox,"Apr 13, 1994",http://ufcstats.com/fighter-details/7cec3c4a5e7b6d68,73,170,1476
Don,Frye,The Predator,20,9,1,False,185,219,,Orthodox,"Nov 23, 1965",http://ufcstats.com/fighter-details/271fe91f4ba9d2c5,,219,1630
Tony,Fryklund,The Freak,14,9,1,False,183,185,,Orthodox,"Mar 26, 1971",http://ufcstats.com/fighter-details/253de74457bd6374,,185,1500
Adam,Fugitt,,10,4,0,False,185,170,77.0,Southpaw,"Jan 12, 1989",http://ufcstats.com/fighter-details/a01a62132460a98d,77,170,1504
Jesse,Fujarczyk,The Ronin,2,2,0,False,193,225,,Southpaw,"Jan 28, 1983",http://ufcstats.com/fighter-details/c3c38c86f5ab9b5c,,225,1500
Katsuhisa,Fujii,Shamoji,9,18,1,False,183,205,,Orthodox,"Aug 15, 1972",http://ufcstats.com/fighter-details/d71d968dc6ecfdaf,,205,1501
Megumi,Fujii,Mega Megu,26,3,0,False,160,113,,,"Apr 26, 1974",http://ufcstats.com/fighter-details/fb6c531726447ff3,,113,1500
Kazuyuki,Fujita,Ironhead,15,12,0,False,183,235,,Orthodox,"Oct 16, 1970",http://ufcstats.com/fighter-details/b1605ea39fba6af6,,235,1500
Keisuke,Fujiwara,,17,12,5,False,168,139,,Switch,,http://ufcstats.com/fighter-details/ccd58ff71e260ed5,,139,1500
Riki,Fukuda,,24,9,0,False,183,185,73.0,Southpaw,"Jan 06, 1981",http://ufcstats.com/fighter-details/7c35f869033901ae,73,185,1483
Masio,Fullen,Lobo,11,7,0,False,178,145,70.0,Orthodox,"Oct 06, 1986",http://ufcstats.com/fighter-details/4638cc6479cc0afe,70,145,1479
Sam,Fulton,,0,2,0,False,,,,,,http://ufcstats.com/fighter-details/1f5f75658551f2d3,,,1461
Travis,Fulton,The Ironman,253,53,10,False,183,240,,Orthodox,"May 29, 1977",http://ufcstats.com/fighter-details/911fb265462f0d94,,240,1502
Masakatsu,Funaki,,39,13,2,False,183,185,,Southpaw,"Mar 13, 1969",http://ufcstats.com/fighter-details/aa3153a9941b4d44,,185,1500
Ricardo,Funch,Golden Boy,9,6,0,False,178,170,74.0,Southpaw,"Aug 14, 1980",http://ufcstats.com/fighter-details/e9e1acc96536bb4f,74,170,1429
Katsuaki,Furuki,,1,1,0,False,183,168,,,"Nov 10, 1980",http://ufcstats.com/fighter-details/c3e2eca94b2320bc,,168,1500
James,Gabert,,6,4,0,False,,178,,,,http://ufcstats.com/fighter-details/fcd8b623892b9a10,,178,1500
Gustavo,Gabriel,,13,1,0,False,168,125,,Orthodox,"Apr 01, 1994",http://ufcstats.com/fighter-details/fe98f86284a6eeb3,,125,1500
Claudia,Gadelha,Claudinha,18,5,0,False,163,115,63.0,Orthodox,"Dec 07, 1988",http://ufcstats.com/fighter-details/ec34349e7dffcde7,63,115,1544
Alavutdin,Gadjiev,,18,13,1,False,188,185,,Orthodox,"Jun 23, 1982",http://ufcstats.com/fighter-details/a7a79b8efbceaaac,,185,1500
Magomed,Gadzhiyasulov,,9,1,0,False,188,205,75.0,Orthodox,"Nov 04, 1993",http://ufcstats.com/fighter-details/6e344b71421103da,75,205,1498
Justin,Gaethje,The Highlight,26,5,0,False,180,155,70.0,Orthodox,"Nov 14, 1988",http://ufcstats.com/fighter-details/9e8f6c728eb01124,70,155,1641
Sheila,Gaff,The German Tank,9,7,0,False,165,135,,Orthodox,"Dec 29, 1989",http://ufcstats.com/fighter-details/837d30395faca41e,,135,1461
Muin,Gafurov,Tajik,20,6,0,False,170,135,68.0,Orthodox,"May 17, 1996",http://ufcstats.com/fighter-details/a54660deb6a8489c,68,135,1515
Mitch,Gagnon,,12,5,0,False,165,135,65.0,Southpaw,"Oct 10, 1984",http://ufcstats.com/fighter-details/b8592b4a383696cd,65,135,1497
Brandon,Gaines,,5,21,0,False,190,185,,,,http://ufcstats.com/fighter-details/8e6cfbd455f0f9c2,,185,1500
Travis,Galbraith,The Gladiator,18,7,0,False,183,170,,Orthodox,"May 18, 1981",http://ufcstats.com/fighter-details/06dc1a58663579d2,,170,1500
Dave,Galera,Scarecrow,5,1,0,False,180,135,,Orthodox,"Jan 12, 1978",http://ufcstats.com/fighter-details/0876d21328cf4a45,,135,1480
Zelg,Galesic,Benkei,11,9,0,False,188,185,,Orthodox,"Feb 16, 1979",http://ufcstats.com/fighter-details/8a1b4330c7957961,,185,1500
Mickey,Gall,,7,7,0,False,188,170,74.0,Switch,"Jan 22, 1992",http://ufcstats.com/fighter-details/9e50097a89442158,74,170,1465
Daniel,Gallemore,Big Kansas,7,3,0,False,196,265,,,,http://ufcstats.com/fighter-details/96706c75a2b14164,,265,1500
Tom,Gallicchio,Da Tank,19,10,0,False,178,170,,Southpaw,"Sep 23, 1986",http://ufcstats.com/fighter-details/cc81c92fe2254935,,170,1481
Turrell,Galloway,,8,6,0,False,160,145,,,,http://ufcstats.com/fighter-details/7e654edcddd71550,,145,1500
Eric,Galvan,,0,0,0,False,,155,,,,http://ufcstats.com/fighter-details/ad3fdba28a7540cf,,155,1500
Andre,Galvao,,5,2,0,False,170,168,,Orthodox,"Sep 29, 1982",http://ufcstats.com/fighter-details/45fe6765c56d8018,,168,1500
Marcos,Galvao,Loro,18,8,1,False,170,135,,Orthodox,"Jun 23, 1981",http://ufcstats.com/fighter-details/e15d0a2519d6a0b5,,135,1500
Lucas,Gamaza,,8,4,0,False,,170,,,,http://ufcstats.com/fighter-details/289a3b69b85da7cd,,170,1500
Joey,Gambino,The Raging Warrior,9,2,0,False,170,145,,Orthodox,"Oct 26, 1988",http://ufcstats.com/fighter-details/10559c53de0b950e,,145,1464
Manvel,Gamburyan,The Anvil,15,10,0,False,165,135,67.0,Orthodox,"May 08, 1981",http://ufcstats.com/fighter-details/cc6f9d1e89f3449a,67,135,1477
Mateusz,Gamrot,Gamer,25,3,0,False,178,155,70.0,Southpaw,"Dec 11, 1990",http://ufcstats.com/fighter-details/72db2a14ffa73ece,70,155,1620
Shamil,Gamzatov,,14,1,0,False,188,205,76.0,Orthodox,"Aug 09, 1990",http://ufcstats.com/fighter-details/0d980975001ae3d8,76,205,1500
Ryan,Gandra,Problema,7,1,0,False,,185,,,"May 08, 1995",http://ufcstats.com/fighter-details/e463ce0a2ca474f4,,185,1500
Ariel,Gandulla,,7,9,0,False,180,205,,Orthodox,"May 07, 1968",http://ufcstats.com/fighter-details/41904fc4d3f5bffc,,205,1500
Ciryl,Gane,Bon Gamin,13,2,0,False,193,245,81.0,Orthodox,"Apr 12, 1990",http://ufcstats.com/fighter-details/787bb1f087ccff8a,81,245,1672
Sean,Gannon,The Cannon,2,1,0,False,190,265,,Southpaw,,http://ufcstats.com/fighter-details/6d7886b094b471ac,,265,1480
Junye,Gao,,19,12,0,False,,125,,,,http://ufcstats.com/fighter-details/8b27d25ce0221d60,,125,1500
Eduardo,Garagorri,,13,2,0,False,175,145,70.0,Orthodox,"May 28, 1989",http://ufcstats.com/fighter-details/7bde387d50829adf,70,145,1484
Cody,Garbrandt,No Love,14,7,0,False,173,135,65.0,Orthodox,"Jul 07, 1991",http://ufcstats.com/fighter-details/d8c7c61b176e3994,65,135,1543
Alejandro,Garcia,Alex,14,10,0,False,170,145,,,,http://ufcstats.com/fighter-details/e5dc36e0aba7e9da,,145,1500
Alex,Garcia,The Dominican Nightmare,15,6,0,False,175,170,72.0,Orthodox,"Jul 14, 1987",http://ufcstats.com/fighter-details/a2b12c3f3d60ff69,72,170,1505
